sentence_id	n	p	v	n_first_index	n_last_index	p_first_index	p_last_index	v_first_index	v_last_index	sentence_text
53966090	career	up	gave	5	5	3	3	2	2	She then gave up her career to devote her time to raising a family .
53966091	career	up	gave	6	6	3	3	2	2	She then gave up her film career , claiming that she was `` no great shakes as an actress .
53966092	job	up	gave	5	5	3	3	2	2	She then gave up her job and flat , spent a summer sleeping on friends ' floors whilst doing work experience full time .
53966093	career	up	gave	6	6	3	3	2	2	She then gave up her musical career , and moved back to St .
53966094	work	up	gave	6	6	3	3	2	2	She then gave up her screen work and retired .
53977021	status	up	give	18	18	15	15	14	14	She therefore belongs to the lower class , and has no recourse but to give up her aristocratic status .
53978022	information	up	give	11	11	10	10	9	9	She threatened them with prison if they did not give up information on SAMCRO , and held them at the local police station .
53978144	claim	up	gives	32	32	29	29	28	28	She threatens to tell everyone that she found Allison ' s bracelet in the floor of his truck if he keeps on harassing her , after which he gives up his legal claim to the custody of her , but threatens to harm the Carsons , including baby Matthew , if she ever reveals the truth .
53978480	baby	up	give	9	9	10	10	7	7	She thus convinced Patty and Sam to give the baby up for adoption .
53979818	swimming	up	give	15	15	10	10	9	9	She told the court `` I have had to give up dancing , jogging and swimming because the ankle swells up .
53982562	foothold	up	gave	17	17	14	14	13	13	She took part in the occupation of Kiska 15 August as the Japanese gave up their Aleutians foothold , and in the months that followed patrolled the islands and engaged in fleet training maneuvers .
53983701	life	up	give	11	11	9	9	8	8	She too likes him but wants him to give up his life of violence .
53983872	virus	up	give	15	15	11	11	10	10	She tortured Chuck in an effort to get him to give up the Omen computer virus but was herself captured by General Beckman .
53984345	playing	up	gave	38	38	37	37	36	36	She toured with Count Basie for a time , and then with Billie Holiday -LRB- 1949 -RRB- but was so profoundly affected by the indifference of the audiences and the rigors of the road that she gave up playing .
53995918	singing	up	give	46	46	45	45	44	44	She was a musically gifted child , and when 10 years old sang `` Un bel d i vedremo '' in a radio competition ; the tenor Beniamino Gigli warned her , however , that she risked ruining her voice and advised her to give up singing until she was older .
54004234	faith	up	give	7	7	6	6	5	5	She urges Bruce not to give up faith in other people , even if she has disappointed him .
54004369	attempt	up	giving	32	32	30	30	29	29	She used a race boat , planned non-stop , but had to make stops for repairs - however , after a demasting it was announced that she would be giving up her attempt .
54004793	custody	up	give	18	18	17	17	16	16	She used that information to blackmail Lucas , but it was Kate who forced Lucas to give up custody of his son .
54006325	marriage	up	give	24	24	22	22	21	21	She uses the bracelet to free Yan-Ko and the prince but she will not fully release Tsing-Sing until he promises to give up his marriage claims on her .
54008394	son	up	gave	9	9	7	7	6	6	She visits the orphanage where she gave up her son and learns he only came to look for her once , years ago , but the nun had kept Victoria ' s secret .
54008628	status	up	gave	5	5	3	3	2	2	She voluntarily gave up that status when she became president of Church of Scientology in Germany and then again when she volunteered to be interviewed by the Salt Lake City Tribune .
54009038	chance	up	gave	16	16	14	14	13	13	She waited to finish her art major in college before debuting , and gave up a chance to study art abroad in order to pursue her acting career .
54009850	job	up	give	12	12	10	10	9	9	She wanted Robert to stay with the family and give up his job with the CIA , and responds to his hints that he might leave his work and re-establish their family .
54011378	ring	up	give	14	14	11	11	10	10	She warns Wotan of impending doom and urges him to give up the cursed ring .
54012093	seat	up	give	20	20	18	18	17	17	She was a 15-year-old girl who had been the first person arrested in 1955 for refusing to give up her seat on a Montgomery bus , nine months before Rosa Parks ' action .
54026059	career	up	gave	9	9	7	7	6	6	She was a reporter until she gave up her career to work in medicine , mainly pediatrics .
54030703	work	up	give	33	33	32	32	31	31	She was a volunteer tutor for the Apex Trust , then worked at Leeds City Council and then became a teacher in adult education , before her disability forced her to give up work .
54033756	career	up	gave	33	33	29	29	28	28	She was beautiful , capable , strong-willed , and far better trained musically than her husband at the time they married Musicologist Lyle Neff wrote that while Nadezhda gave up her own compositional career when she married Rimsky-Korsakov , she `` had a considerable influence on the creation of -LSB- Rimsky-Korsakov ' s -RSB- first three operas .
54034352	drinking	up	gave	14	14	13	13	12	12	She was blinded for life , and that ' s when Hank gave up drinking .
54037729	show	up	give	31	31	29	29	28	28	She was able to manipulate people ; her actions were evident in attempting to use Sam as well for her webshow , and trying to get Carly to give up her show .
54042621	career	up	gave	20	20	18	18	17	17	She was a former actress who was trained in the art of disguise by Toichi Kuroba but gave up her career at age twenty to marry Booker .
54055317	hope	up	gives	27	27	26	26	25	25	She is the only Mord-Sith at Richard and Kahlan ' s wedding , and unreservedly moves to Westland in Faith of the Fallen when Richard gives up hope .
54060770	complex	up	give	8	8	5	5	4	4	She is unable to give up her princess complex but little by little , warmed up to Qin Lang ' s family and the kind of life they live .
54062002	hope	up	gives	10	10	9	9	8	8	She is very determined and headstrong and never gives up hope .
54075294	slam	up	gives	22	22	19	19	18	18	September 3 - On the final pitch of his Hall of Fame career , Cardinals great Bob Gibson gives up a grand slam to Pete LaCock .
54079148	family	up	give	11	11	6	6	5	5	She demanded that Leo finally give up his `` loser '' family for good , and he agreed .
54079238	family	up	give	11	11	6	6	5	5	She demands that Leo finally give up his `` loser '' family for good , and he agrees .
54083199	life	up	gives	18	18	16	16	15	15	She details the pettiness of a life spent entreating his viraginous virility ; she ultimately gives up married life , proclaiming , Amio bachbo .
54083967	child	up	give	24	24	22	22	21	21	She develops a romantic relationship with one of the prison officials , becomes pregnant by him , and is forced to give up her child for adoption , before eventually being released .
54084547	work	up	gave	24	24	22	22	21	21	She did appoint Malcolm Muggeridge as official biographer , but later biographers have seen this as deliberate spoiling as Muggeridge eventually gave up the work .
54086180	hope	up	give	5	5	4	4	3	3	She did not give up hope of returning to Denmark and seeing her ex-husband deposed , but her indiscreet behaviour dismayed her brother , and he was reluctant to have her back in England , even if she had been willing to return .
54087548	practice	up	give	7	7	4	4	3	3	She did not give up her meditation practice however , and soon after embarked on her second retreat in a different frame of mind , at the Thathana Yeiktha center , where the Venerable Mahasi Sayadaw -LRB- the most renowned monk , scholar , and meditation master in Burma at the time -RRB- was teacher-in-residence .
54093143	canvas	up	giving	19	19	17	17	16	16	She began to create works that played with both two-dimensional painting and three-dimensional space , finally giving up the canvas altogether and instead using the space itself as a sort of 3-D painting .
54093302	teaching	up	gave	16	16	15	15	14	14	She began to make money on the lecture circuit , and by 1892 she gave up teaching and made her living by lecturing and writing about archeology , mountaineering and her travels .
54098269	sailing	up	give	9	9	8	8	7	7	She bought the farm so he could give up sailing and she bore him seven sons only .
54100677	hope	up	give	10	10	9	9	8	8	She called Diane and told her not to give up hope on Andy .
54102620	dream	up	gave	17	17	28	28	27	27	Shea was a former stuntman whose dream was to pursue a film career in Hollywood , a dream which , according to many friends , he never gave up .
54104136	teaching	up	give	22	22	21	21	20	20	She became a Fellow of Girton College , Cambridge , but relinquished the fellowship when she decided in 1965 to give up teaching to complete her editorial work on the Historia Ecclesiastica of Orderic Vitalis .
54107121	engagement	up	gave	20	20	17	17	16	16	She became fascinated by his vision for establishing a company to promote English comic opera and gave up her next engagement to join his theatrical organisation as his secretary .
54107399	career	up	gave	29	29	26	26	25	25	She became his fourth wife in 1918 ; the following year , after having performed in one hundred and seventy six film shorts , she gave up her film career to stay at home with their daughter , Thomasina .
54108623	hope	up	gave	9	9	7	7	6	6	She became paralyzed again and doctors gave up all hope .
54108988	teaching	up	gave	25	25	24	24	23	23	She became qualified as a teacher at the University of Birmingham and worked as a primary school teacher from 1944 , before she gave up teaching in 1962 in order to write .
